text,label_str,source,priority,label,weight
Operating profit totaled EUR 18.6 mn or 8.3 % of net sales .,neutral,75agree,2,1,0.7
The business to be divested generates consolidated net sales of EUR 60 million annually and currently has some 640 employees .,neutral,allagree,1,1,1.0
"Koduextra is operating a retail chain of 11 stores , controlled by Finnish Non-Food Center KY , Rukax OY , and Scan-Tukka OY .",neutral,allagree,1,1,1.0
"In Sweden , Gallerix accumulated SEK denominated sales were down 1 % and EUR denominated sales were up 11 % .",neutral,75agree,2,1,0.7
Brazilian mobile player Telemig Celular yesterday announced that it has selected Finnish software developer Tecnomen Oyj to expand its prepaid billing system .,positive,75agree,2,2,0.7
"Finnish software developer Basware Oyj said on November 30 , 2006 its U.S. subsidiary Basware , Inc. won an order to provide software for contract lifecycle management to an unnamed U.S. medical technology company .",positive,allagree,1,2,1.0
"Honkarakenne also decided yesterday to sell 88,500 of its B-series shares to key staff members for EUR 2.90 per share .",neutral,allagree,1,1,1.0
"It will be operated by Nokia , and supported by its Nokia NetAct network and service management system .",neutral,allagree,1,1,1.0
"Xerox and Stora Enso have teamed up to tailor the iGen3 to the short-run , on-demand packaging market .",positive,75agree,2,2,0.7
Total value of the contract is about EUR 10mn .,neutral,allagree,1,1,1.0
Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .,positive,allagree,1,2,1.0
"Operators only need to learn how to use one device for multiple levels of applications , including voice-directed operations .",neutral,allagree,1,1,1.0
"The Board established a Remuneration Committee with following members : - Sari Baldauf Chairman - Tapio Hintikka - Heikki Westerlund In addition , the Board decided to appoint a Nomination Committee at a later stage .",neutral,allagree,1,1,1.0
"Galeria Podlaska , a shopping mall on Wysockiego Street in Bia ` ystok , is approximately 60-percent leased or reserved .",neutral,75agree,2,1,0.7
"s business sectors are building construction , infrastructure construction and technical building services .",neutral,allagree,1,1,1.0
"The company 's board of directors will propose a dividend of EUR 0.95 per share for 2008 at the annual general meeting , scheduled to be held on March 23 , 2009 .",neutral,allagree,1,1,1.0
Short-term licenses for the games cost as little as $ 3 while purchasing a game outright can cost as much as $ 10 or $ 15 .,neutral,allagree,1,1,1.0
Finnish and Swedish construction markets are still experiencing an estimated 4 % annual growth in 2008 .,positive,75agree,2,2,0.7
"Finland 's national carrier Finnair PLC carried a record 8.5 million passengers in 2005 , an increase of 4.5 percent on the previous year , the airline reported Tuesday .",positive,allagree,1,2,1.0
"EPS for the quarter was EUR0 .00 , as compared with EUR0 .01 in the third quarter of 2008 , representing a Group net sales for the third quarter were EUR15 .3 m , up by 2.8 % as compared with EUR14 .9 m in the third quarter of 2008 .",positive,75agree,2,2,0.7
"That address also happens to house Italian megamart Eataly , meaning that `` Come on , kids , we 're going to the Toy Building ! ''",neutral,allagree,1,1,1.0
Finnish property investment company Citycon plans to issue directed subordinated convertible bonds to institutional investors .,neutral,75agree,2,1,0.7
"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .",negative,allagree,1,0,1.0
"ABN Amro Capital has agreed to sell its Helsinki-based designer homeware producer , Iittala Oyj , to crosstown consumer products group Fiskars Corp. , for EUR230 million to EUR235 million ( $ 310 million to $ 316 million ) .",neutral,75agree,2,1,0.7
The order is related to renewing the network of the telecommunications operator .,neutral,allagree,1,1,1.0
Poyry 's net sales in 2007 amounted to about EUR 720 million and it employs 7400 experts .,neutral,75agree,2,1,0.7
"The platform is based built on Intel s second-generation MID platform , called Moorestown .",neutral,allagree,1,1,1.0
"About 72 % of Evraz Group shares are owned by Lanebrook , whose beneficiaries , on the one hand , are Millhouse , the holding company for the assets of billionaire Roman Abramovich and his business partners 50 % ; and Evraz executives Alexander Abramov and Alexander Frolov 50 % , on the other .",neutral,allagree,1,1,1.0
Last year SysOpen Digia invested in IBM product know-how in the building of portal and trading place systems and successfully implemented customer solutions supported by it .,positive,allagree,1,2,1.0
"In the first nine months of 2010 , the company 's net loss narrowed to EUR 415,000 from EUR 7.4 million for the corresponding period of 2009 .",positive,allagree,1,2,1.0
Finnish component supplier Componenta Corporation OMX Helsinki : CTH1V said on Monday 16 June that it is changing its pricing cycle due to the increase of raw material prices .,neutral,75agree,2,1,0.7
"According to Viking Line 's Managing Director , Nils-Erik Eklund , the company 's Board of Directors is very satisfied with Viking Line 's performance .",positive,allagree,1,2,1.0
"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .",negative,allagree,1,0,1.0
Operating profit rose to EUR 13.1 mn from EUR 8.7 mn in the corresponding period in 2007 representing 7.7 % of net sales .,positive,allagree,1,2,1.0
The interchange of Editors-in-Chief is a part of publisher 's goal to enhance job circulation in all personnel groups .,neutral,75agree,2,1,0.7
The center will be built in the Kapuli district of Mantsala beside the Hanko-Mantsala-Porvoo road near the new direct rail link between Lahti and Jarvenpaa .,neutral,allagree,1,1,1.0
SKF 6 April 2010 - Alandsbanken has given a `` buy '' recommendation on Swedish industrial company SKF AB ( STO : SKF B ) with a share price target of SEK150 .,positive,allagree,1,2,1.0
The name of the newspaper publishing and printing division Sanoma will be changed to Sanoma News .,neutral,allagree,1,1,1.0
"`` Tweeple should check who 's following them , and be cautious when clicking on URLs and tinyurls . ''",neutral,75agree,2,1,0.7
"ALEXANDRIA , Va. , Oct. 6 -- United States Patent no. 7,804,288 , issued on Sept. 28 , was assigned to Vacon Oyj ( Vaasa , Finland ) .",neutral,75agree,2,1,0.7
Basware finances the acquisition with a bank loan .,neutral,allagree,1,1,1.0
Rivals say Qualcomm has fewer patents on 3G phones than on earlier versions and should lower its rates .,negative,75agree,2,0,0.7
Finnish Bank of +land reports its operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006 .,negative,allagree,1,0,1.0
Catalysts segment includes refinery catalysts and polyolefin catalysts product categories .,neutral,allagree,1,1,1.0
"A spokesman said : `` The food store center , subject to council and local support , could comprise a supermarket or smaller store and other niche outlets , and this will be firmed up following consultation with the council and local community regarding appropriate uses and occupiers . ''",neutral,75agree,2,1,0.7
"Tallink Silja attributes the significant drop to problems with the booking system that was taken into operation in October , the sale of trailer ferry ` Sky Wind ' and the route between Stockholm and Riga , which has won passengers from the Helsinki-Stockholm route .",negative,allagree,1,0,1.0
Rapala estimates its net sales for 2008 will increase by between 8.0 pct and 12 pct assuming 2007 exchange rates .,positive,75agree,2,2,0.7
Sales rose to 300.9 mln eur compared with last year 's 276.1 mln eur and in line with 299 mln eur consensus figure .,positive,75agree,2,2,0.7
According to Deputy MD Pekka Silvennoinen the aim is double turnover over the next three years .,positive,75agree,2,2,0.7
"Several large stocks tacked lower , however .",negative,75agree,2,0,0.7
"`` We have a license agreement with Nokia Corp. which in part expires on April 9 , 2007 .",neutral,allagree,1,1,1.0
"`` We are delighted to announce our support for Intel based handheld platforms , the capabilities of which have made our development easier and faster .",positive,75agree,2,2,0.7
"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .",positive,allagree,1,2,1.0
"Operating profit for the 12-month period decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 .",negative,75agree,2,0,0.7
"Finnish Sampo Bank , of Danish Danske Bank group , reports profit before taxes of EUR 152.3 mn in 2010 , up from EUR 32.7 mn in 2009 .",positive,allagree,1,2,1.0
"Nordic banks have already had to write off sizable loans in Latvia , with Swedbank , Nordea , DnB NOR and SEB reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in Latvia .",negative,allagree,1,0,1.0
"Componenta has production lines for similar-sized products at Karkkila in Finland , at Weert in the Netherlands and at Orhangazi in Turkey , and these had a combined output of approximately 100,000 tonnes and net sales of EUR 135 million in 2007 .",neutral,allagree,1,1,1.0
"So far the company has awarded more than $ 350,000 worth of tools and materials .",neutral,75agree,2,1,0.7
"Yara Suomi Ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry , as well as products used in environmental protection .",neutral,allagree,1,1,1.0
Return on equity stood at 18.3 % compared to 15.4 % in the third quarter of 2005 .,positive,allagree,1,2,1.0
"Furthermore , sales of new passenger cars and light commercial vehicles in the country declined by 5.4 % year-on-year last month .",negative,allagree,1,0,1.0
The Department Store Division reported an increase in sales of 4 per cent .,positive,allagree,1,2,1.0
The company 's board of directors has proposed a dividend of EUR0 .12 per share for 2006 .,neutral,allagree,1,1,1.0
The fair value of CapMan Plc 's own investments on 30 September 2008 amounted to MEUR 59.8 .,neutral,allagree,1,1,1.0
The Company turnover amounted to MEUR 27.9 in 2007 .,neutral,allagree,1,1,1.0
"In the fourth quarter of 2008 , net sales decreased to EUR 121.4 mn from EUR 165.5 mn in the fourth quarter of 2007 .",negative,allagree,1,0,1.0
The parties have therefore agreed to leave Avena out of the deal .,neutral,allagree,1,1,1.0
The transaction is expected to be completed next spring .,neutral,allagree,1,1,1.0
"Deliveries of Nokia 1112 , Nokia 2310 and Nokia 2610 are expected to start in the second quarter of 2006 .",neutral,allagree,1,1,1.0
All depends on financing .,neutral,allagree,1,1,1.0
The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones .,neutral,allagree,1,1,1.0
Raute Corporation has received orders worth over EUR 12 million from OOO Ilim Bratsk DOK in Russia .,positive,75agree,2,2,0.7
"Thanks to the multiplying effect of wagon performance , transport will be much more efficient , '' says development manager Juha Malkia from VR Cargo .",positive,allagree,1,2,1.0
A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .,negative,allagree,1,0,1.0
The credit covers approximately 70 % of the ship 's price .,neutral,allagree,1,1,1.0
"Earnings per share ( EPS ) amounted to EUR1 .37 , down from EUR2 .30 .",negative,allagree,1,0,1.0
The group 's 12-month operating profit grew 31 percent to 337.8 million euros .,positive,allagree,1,2,1.0
Marketing will use Tikkurila 's existing infra structure and local knowledge in Russia .,neutral,75agree,2,1,0.7
Diluted earnings per share ( EPS ) rose to EUR 0.29 from EUR 0.05 .,positive,allagree,1,2,1.0
"The company said that its investments in the new market areas resulted in sales increase in Sweden , Poland , Russia and Lithuania .",positive,75agree,2,2,0.7
The diluted loss per share narrowed to EUR 0.27 from EUR 0.86 .,positive,allagree,1,2,1.0
Delivery is due in the second half of 2011 .,neutral,allagree,1,1,1.0
The stock was hit by the profit warning of Finnish rival Rautaruukki Oyj ( OMX : RTRKS ) .,negative,75agree,2,0,0.7
"According to Karhinen , OP-Pohjola is an exciting enterprise because the cooperation will bring huge opportunities for customers and the company itself .",positive,75agree,2,2,0.7
"Cablevision Systems Corp. CVC Their Madison Square Garden division owns and operates the New York Knickerbockers basketball team ; they also own the Madison Square Garden Arena , the New York Rangers hockey team , the New York Liberty women 's basketball team , and the Hartford Wolf Pack hockey team .",neutral,allagree,1,1,1.0
It also turned in earnings per share ( EPS ) of EUR 0.44 versus loss per share of EUR 2.26 .,positive,allagree,1,2,1.0
"Outotec 's scope of delivery covers the engineering , supply of special equipment and services for a calcination plant with two circulating fluid bed calciners .",neutral,allagree,1,1,1.0
"Lee & Man Paper and Metso have a long and prosperous co-operation , a good example of which are the Changshu and Hongmei kraftliner machines delivered earlier .",positive,75agree,2,2,0.7
"It 's even a little bit higher than Yara 's multiples on itself , ' an analyst in Helsinki said .",neutral,75agree,2,1,0.7
The company also said that its board of directors has proposed a profit distribution of EUR0 .92 per share .,neutral,75agree,2,1,0.7
"Helsinki-based Componenta bought Turkish listed company Doktas in October 2006 for 89 million euros , making it the largest Finnish investment in Turkey to date .",neutral,75agree,2,1,0.7
"The approximately 20,000 dwt vessel has been ordered from India .",neutral,allagree,1,1,1.0
"Tieto offers Aktia a good foundation and the required support services for implementing the update project , ' says Juha Volotinen , responsible for Aktia 's web services .",positive,75agree,2,2,0.7
"Demonstrations of the broad capabilities of the Mobility Business Suite will be organized during the 3GSM World Congress in Barcelona , from February 12th to 15th .",neutral,75agree,2,1,0.7
"Seppala transferred the sale to a greater extent than last year to February , and this is reflected on the January sales figures .",neutral,75agree,2,1,0.7
Any investment or investment activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons .,neutral,allagree,1,1,1.0
"Tekla provides 3D software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction .",neutral,allagree,1,1,1.0
"In December alone , the members of the Lithuanian Brewers ' Association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in December 2004 .",positive,allagree,1,2,1.0
"Under Finnish law , Parliament grants licences to build nuclear power plants .",neutral,75agree,2,1,0.7
Almost two thirds of Olvi 's net sales come from outside Finland .,neutral,allagree,1,1,1.0
Dragonfly Love is another video shot from start to finish using the Nokia N8 .,neutral,allagree,1,1,1.0
"The composite body is coated with a hard coating layer produced by thermal spraying , and the coating is ground . ''",neutral,allagree,1,1,1.0
"The shopping center to be opened in St. Petersburg , Russia in November 2010 will turn the cash flow of Finnish department store chain Stockmann 's Russian operations positive for the first time in 2011 .",positive,75agree,2,2,0.7
"The company designs , manufactures and markets high-quality clothing , interior decoration textiles , bags and other accessories .",neutral,75agree,2,1,0.7
"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 23.4.2007 Ahlstrom Corporation will publish its first quarter financial results 2007 on Friday , April 27 , 2007 approximately at 8.30 a.m. Finnish time .",neutral,allagree,1,1,1.0
Operating profit improved by 27 % to EUR 579.8 mn from EUR 457.2 mn in 2006 .,positive,allagree,1,2,1.0
"In the Czech Republic , the profiling unit at Ostrava will be closed and the machinery will be relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 .",neutral,allagree,1,1,1.0
The event can also be viewed as a live webcast at www.cargotec.com .,neutral,allagree,1,1,1.0
He said things will be different when new Finnish nuclear power stations go into operation and the large hydro powered stations of northern Europe have a good year .,neutral,75agree,2,1,0.7
"The maximum grade of the veneer yield is calculated , based on the dimensions and grades of the veneer products , as well as by iterating the places of the peeling axes and simulating the peeling process .",neutral,allagree,1,1,1.0
The net sales decreased to EUR 49.8 million from EUR 59.9 million .,negative,allagree,1,0,1.0
"Raute posted a net profit of 1.8 mln euro $ 2.6 mln for the third quarter of 2007 , compared to a net loss of 299,000 euro $ 430,000 for the corresponding period of 2006 .",positive,allagree,1,2,1.0
Each option right entitles the holder to subscribe for one new share at a subscription price of EUR0 .045 during the subscription period which ends on 31 December 2013 .,neutral,75agree,2,1,0.7
"Cost savings will then rise to some 20 mln eur a year from 2007 , OKO said .",positive,allagree,1,2,1.0
28 October 2010 - Finnish wood products technology supplier Raute Oyj HEL : RUTAV said today it swung to a net profit of EUR3m for the first nine months of 2010 versus a net loss of EUR5 .2 m for the same period a year earlier .,positive,allagree,1,2,1.0
"`` We have tailored our solutions to meet Solel 's technical requirements , and the result is both cost-effective manufacturing and highest-quality reflectors . ''",positive,75agree,2,2,0.7
Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .,positive,allagree,1,2,1.0
Aspokem posted an operating profit of 2.7 mln euro ( $ 3.5 mln ) and net sales of 89.1 mln euro ( $ 116.8 mln ) in 2006 .,neutral,75agree,2,1,0.7
"The company said that currently the French distribution unit Ragot is located in Loudeac , Normandy , the distribution unit Waterqueen and line supplier Tortue in Saint Marcel in mid-France and the hook manufacturing unit VMC and hook distribution unit VMC Europe in Morvillars .",neutral,allagree,1,1,1.0
"Bids or offers include at least 1,000 shares and the value of the shares must correspond to at least EUR4 ,000 .",neutral,allagree,1,1,1.0
"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago .",negative,allagree,1,0,1.0
"Ruukki 's delivery includes steel structures , including installation , for Krakeroy bascule bridge and steel piles for the bridge foundations .",neutral,allagree,1,1,1.0
"The shares shall be repurchased through public trading , for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders .",neutral,allagree,1,1,1.0
"Lifetree was founded in 2000 , and its revenues have risen on an average by 40 % with margins in late 30s .",positive,75agree,2,2,0.7
"OTHER  North-Rhine Westphalia - Is to issue a benchmark , 5 year fixed rate deal in Euros .",neutral,allagree,1,1,1.0
"These financing arrangements will enable the company to ensure , in line with its treasury policy , that it has sufficient financial instruments at its disposal for its potential capital requirements .",positive,allagree,1,2,1.0
After 1 April 2007 Cencorp will not have any own employees in the territory .,neutral,allagree,1,1,1.0
The closing of such transaction took place today .,neutral,allagree,1,1,1.0
Pharmaceutical market in Czech Republic Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Czech Republic .,neutral,allagree,1,1,1.0
"Last month , Outokumpu sold more than 80 percent of its technology unit , Outokumpu Technology Oyj , to further its strategic goal of becoming the world 's largest stainless steel maker .",positive,75agree,2,2,0.7
"Master of Mayawas jointly developed by Nokia Siemens Networks and UFA - FremantleMedia , and will be actively advertised by Maxis in the end of May 2007 .",neutral,75agree,2,1,0.7
"The e-commerce site and flagship will be managed by Marimekko North America Retail LLC , a subsidiary established in the U.S. last year .",neutral,allagree,1,1,1.0
Raffles Equities Ltd became a substantial holder in Archer Exploration Ltd on January 12 with 11.7 million shares ( 18.2 pc ) .,neutral,75agree,2,1,0.7
The number of magazine and newspaper readers remained unchanged .,neutral,75agree,2,1,0.7
"Finnish power supply solutions and systems provider Efore Oyj said its net loss widened to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 ending October 31 , 2007 from 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06 .",negative,allagree,1,0,1.0
"( ADPnews ) - Dec 1 , 2009 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today that it will make redundant a total of 18 office and management staff members of its subsidiary Iittala Group Ltd. .",negative,75agree,2,0,0.7
"In 2010 , Sanoma Magazines expects net sales to be at the 2009 level .",neutral,allagree,1,1,1.0
Its market share is 6 percent according to AC Nielsen 's 2008 data .,neutral,allagree,1,1,1.0
Nordea was the cheapest also for a couple in their 30s with debt .,neutral,allagree,1,1,1.0
"In addition to the demand in Finland , the export of lining stone products also increased .",positive,75agree,2,2,0.7
Its other well-known brands include fitness equipment maker Precor and U.S. - based ball sports equipment maker Wilson .,neutral,75agree,2,1,0.7
Ramirent Finland is the domestic unit of machinery rental company Ramirent Oyj HEL : RMR1V .,neutral,allagree,1,1,1.0
The main strength of the cooperation project lies in merging the know-how of two large companies .,positive,75agree,2,2,0.7
All YIT Capital Markets Day materials will be available on the company 's Internet site at www.yitgroup.com/investors at 10:30 on September 26 .,neutral,allagree,1,1,1.0
The net sales of Healthcare Trade business in 2009 were EUR 145.1 million EUR 155.2 million and operating profit EUR 8.9 million EUR 7.9 million .,neutral,allagree,1,1,1.0
Absolut Bank is exploring the possibility of further borrowing .,neutral,75agree,2,1,0.7
"We are honored to be acknowledged for our commitment to the industry , especially in Asia Pacific . ''",positive,75agree,2,2,0.7
The value of the multi-year agreement is over EUR 2mn a year .,neutral,allagree,1,1,1.0
"According to Bosse , the present cooperation is beneficial to all parties , however .",positive,75agree,2,2,0.7
"Furthermore , efficiency improvement measures initiated earlier are now bearing fruit , '' CEO Jan Lang said .",positive,75agree,2,2,0.7
"CompaniesandMarkets.com provides a wide range of research reports , industry statistics and competitive intelligence on the industrial sector .",neutral,75agree,2,1,0.7
"Finnish technology group Aspocomp Group Oyj ( OMX Helsinki : ACG1V ) issued its third quarter report on Thursday ( 13 November ) , posting an operating profit of EUR0 .4 m , as compared to a loss of EUR0 .5 m in the third quarter of 2007 .",positive,75agree,2,2,0.7
"Previously , the company had guided for EBIT and sales growth of 20 pct and 10 pct respectively for this year .",positive,75agree,2,2,0.7
"The subject of the project is provide to the company like : Software programming and consultancy services , Computer-related services , Data services , Computer support and consultancy services , Internet services etc. .",neutral,allagree,1,1,1.0
Operating profit fell to EUR 20.3 mn from EUR 74.2 mn in the second quarter of 2008 .,negative,allagree,1,0,1.0
"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .",negative,allagree,1,0,1.0
This wood lacquered clock comes with a stripy hand-crocheted cover .,neutral,allagree,1,1,1.0
Finnish electronics manufacturer PKC Group Oyj ( OMX Helsinki : PKC1V ) said on Wednesday ( 31 December ) that it has completed the acquisition of MAN Nutzfahrzeuge AG 's cable harness business from MAN Star Trucks & Buses Spolka zoo in Poland .,positive,75agree,2,2,0.7
Strong growth has continued also in China .,positive,75agree,2,2,0.7
"Finnish Neste Oil that was previously on the list , has fallen off the list completely .",neutral,75agree,2,1,0.7
"HELSINKI ( Thomson Financial ) - Kone said it has won four orders in Saudi Arabia , United Arab Emirates and Qatar worth 40 mln eur .",positive,allagree,1,2,1.0
Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .,negative,allagree,1,0,1.0
` By separating side businesses we will be able to faster expand and develop Tapro retail network .,positive,allagree,1,2,1.0
"`` We have analyzed Kaupthing Bank Sweden and found a business which fits well into Alandsbanken , '' said Alandsbanken 's chief executive Peter Wiklof in a statement .",positive,75agree,2,2,0.7
The policy was also aimed at making the companies more profitable and competitive .,positive,allagree,1,2,1.0
Finland 's Poyry Energy has won a contract to advise builders of a new cogeneration power plant in Lithuania 's second-biggest city of Kaunas and to supervise the construction process .,positive,75agree,2,2,0.7
"The contract covers the supply of temporary heating equipment for LKAB 's new pellet plant in Kiruna , in northern Sweden .",neutral,allagree,1,1,1.0
"The Baltimore Police and Fire Pension , which has about $ 1.5 billion , lost about $ 3.5 million in Madoff Ponzi scheme .",negative,allagree,1,0,1.0
"Outotec 's scope of delivery includes design , basic engineering and supply of proprietary equipment for a sinter plant with a grate area of 496 square meters .",neutral,allagree,1,1,1.0
The pretax profit of the group 's life insurance business increased to EUR 36 million from EUR 27 million .,positive,allagree,1,2,1.0
"The contract covers installation , training and start-up services .",neutral,75agree,2,1,0.7
"Talvik says the relocation of application programs on servers will continue , while HP servers were approved because of HP supplying a tailor-made solution to Elisa .",neutral,75agree,2,1,0.7
The proposed consolidation activities will impact approximately 30 positions .,neutral,75agree,2,1,0.7
"According to Gran , the company has no plans to move all production to Russia , although that is where the company is growing .",neutral,allagree,1,1,1.0
The transactions would increase earnings per share in the first quarter by some EUR0 .28 .,positive,allagree,1,2,1.0
Finnish food industry company L+nnen Tehtaat is planning changes to its fish product business .,neutral,allagree,1,1,1.0
The statutory negotiations at headquarters are part of this decrease .,neutral,75agree,2,1,0.7
This assignment strengthens Poyry 's position as an international provider of engineering and project services to the chemical process industry .,positive,75agree,2,2,0.7
"The company 's profit totaled Ls 134,700 .",neutral,75agree,2,1,0.7
"Alma Media holds 70 % of this company , the remaining shares being owned by the company 's key employees .",neutral,allagree,1,1,1.0
"Cramo 's manager Jarmo Laasanen said hiring of equipment and machinery in Lithuania differs from the other Baltic countries in that in Lithuania still many public structures such as roads , bridges , airports and shops are being built .",neutral,75agree,2,1,0.7
Marathon estimates the value of its remaining stake in Protalix at $ 27 million .,neutral,allagree,1,1,1.0
The report contains category level company and brand share as well as distribution share information for 2007 and 2008 .,neutral,allagree,1,1,1.0
"industry in Asia + Pakistan , Malaysia , Taiwan and Philippines Today , Global Research & Data Services is going to publish several market analyses about the cement markets in Asia .",neutral,allagree,1,1,1.0
It is also 7.7 pct above the 12-month volume weighted average price of the stock .,positive,75agree,2,2,0.7
"To check them out or to make a bid they will be in the Deka Showroom , Fortitude Valley .",neutral,allagree,1,1,1.0
"Depending on the market situation , such projects are sold after 1 to 3 years after completion .",neutral,allagree,1,1,1.0
"According to Soosalu , particular attention was paid to residents privacy and security in the design of the Aleksandri Street building .",neutral,75agree,2,1,0.7
"Vaisala , headquartered in Helsinki in Finland , develops and manufactures electronic measurement systems for meteorology , environmental sciences , traffic and industry .",neutral,allagree,1,1,1.0
"The report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines .",neutral,allagree,1,1,1.0
Operating profit excluding non-recurring items increased by 27 % to EUR 81.9 mn from EUR 64.4 mn in the corresponding period in 2008 .,positive,allagree,1,2,1.0
The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 .,negative,allagree,1,0,1.0
The Oxyview Pulse Oximeter is a common device to check patient blood-oxygen saturation level and pulse rate .,neutral,allagree,1,1,1.0
The tool is a patent pending design that allows consumers to lay out their entire project on a removable plate using multiple clear stamps of any kind .,neutral,75agree,2,1,0.7
Union and company officials did not return calls yesterday .,neutral,allagree,1,1,1.0
"In Middle East & North Africa , Tecnotree has grown considerably in the recent years .",positive,allagree,1,2,1.0
"Steek , which was set up in 2002 , is based in Bordeaux , southwestern France .",neutral,allagree,1,1,1.0
A broad range of connectivity options including 3G - HSPA and Wi-Fi gives consumers high speed access to the Internet .,neutral,75agree,2,1,0.7
"The company has a continuous need for alloys such as nickel , ferro-chrome , molybdenum and manganese in its production , said Talvivaara .",neutral,allagree,1,1,1.0
A paper mill in the central Maine town of Madison soon will have a new owner .,neutral,allagree,1,1,1.0
"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today .",negative,allagree,1,0,1.0
"The company operates a U.S. division in Lisle , Ill. .",neutral,allagree,1,1,1.0
"`` The transaction strengthens our position ... in design and branded goods , '' said Fiskars president and CEO Heikki Allonen , pointing out that the two groups have relatively few overlapping operations .",positive,75agree,2,2,0.7
"If Honkarakenne starts production there , it will need a partner for sawmill operations .",neutral,allagree,1,1,1.0
"The major part of the deliveries include different AC and CXE amplifier solutions and products by DINH Telecom , a company acquired by Teleste last spring .",neutral,75agree,2,1,0.7
"Metsaliitto will sell 1.1 million B shares of Neomarkka , accounting for about 18.3 pct of Neomarkka 's equity and about 12.7 pct of the voting rights .",neutral,allagree,1,1,1.0
"In the beginning of this year , Wartsila had secured an order to deliver four gas-fuelled main engines and propulsion machinery for the same vessel .",positive,75agree,2,2,0.7
"In 2007 , Alma Media 's operating profit was about EUR 53mn .",neutral,75agree,2,1,0.7
"Operating profit of Kauppalehti group rose to EUR 1.5 mn from EUR 1.3 mn , and that of Marketplaces to EUR 1.3 mn from EUR 1.0 mn in the third quarter of 2006 .",positive,allagree,1,2,1.0
Country : ; Germany Sector : Construction-Real Estate ; Machinery-Engineering Target : Caverion GmbH Buyer : YIT Oyj Deal size in USD : 90.3 m Type : Corporate acquisition Status : Agreed,neutral,75agree,2,1,0.7
Together they generate Aspo 's goodwill .,neutral,75agree,2,1,0.7
"In Q1 of 2010 , Bank of +land 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn .",positive,allagree,1,2,1.0
"Currently it operates a fleet of eight carriers , as well as nine pushers and barges .",neutral,allagree,1,1,1.0
"The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , from where they will be delivered to VR for welding and assembly .",neutral,75agree,2,1,0.7
"The inventors are Bylander Johan , Ponten Fredrik and Lundberg Jorgen .",neutral,allagree,1,1,1.0
The capital structure of Solidium may be complemented by other financial instruments in the future .,neutral,allagree,1,1,1.0
HELSINKI AFX - Outokumpu Technology said it has signed a 3.5 mln eur agreement with Mongolia 's Erdenet Mining Corporation for the engineering of the first HydroCopper plant to be built at the Erdenet mine site .,positive,75agree,2,2,0.7
Commission income rose by 25.7 % to EUR 16.1 mn from EUR 12.8 mn in 2004 .,positive,allagree,1,2,1.0
GenVec is a biopharmaceutical company developing novel therapeutic drugs and vaccines .,neutral,75agree,2,1,0.7
The company 's market share is continued to increase further .,positive,allagree,1,2,1.0
"Paper company M-real calculated that if 100,000 biscuit cartons are made using a 25gsm lighter board , the CO2 saved over the course of 12 months would be equal to that generated by driving 1,000 km by car .",neutral,75agree,2,1,0.7
The company has 120 employees and annual sales of approximately EUR16m .,neutral,allagree,1,1,1.0
"Of the price , Kesko 's share is 10 mln euro $ 15.5 mln and it will recognize a gain of 4.0 mln euro $ 6.2 mln on the disposal which will be included in the result for the second quarter of 2008 .",positive,75agree,2,2,0.7
